Username,Handle,Timestamp,Comments,Likes,Retweets,Text
Gilli • Gix • Gilliano,@GixBytes,2021-11-23T16:50:54.000Z,"Gilli • Gix • GillianoEm resposta a 
@claudioedantas",,,
Sbbevi,@soniabbevilacq1,2021-11-23T16:45:50.000Z,"SbbeviEm resposta a 
@programapanico
 @brasilparalelo
 e 
@PanflixOficial",,,
Egberto Leonardo,@EgbertoLeonardo,2021-11-23T16:38:51.000Z,"Egberto LeonardoEm resposta a 
@opovo
 @veramagalhaes
 e 
@reinaldoazevedo",,,
fraternidadeentreleoes,@CarlosA03052585,2021-11-23T16:17:31.000Z,"fraternidadeentreleoesCom a gasolina a R$7,00, não é fácil manter o Audi TT sem a mamata da lei Rouanet. Quero ver a Globo pagar o show dele esse ano. 
#ninguemsoltaamaodeninguem #RobertoCarlos",,,1
Flávia Maynarte  ☭,@Flaviamaynarte,2021-11-23T15:43:19.000Z,"Flávia Maynarte  ☭Eu não sei quando o bolsonarista se mostra mais burro, se quando se mete a falar da Lei Rouanet ou quando chama Dilma de burra.",3,15,164
Marcela Giannini,@sadlatingal,2021-11-23T15:40:31.000Z,"Marcela GianniniEm resposta a 
@user_calebi
 @LuizFilipeMarc2
 e mais 2",,,
MB - O PATRIOTA,@mb_patriota,2021-11-23T15:39:02.000Z,"MB - O PATRIOTAOs parasitas da Lei Rouanet ficam como?
Fonte:
https://jornaldacidadeonline.com.br/.../mario-frias...",,,1
Willy V. Salinas,@WillyVSalinas,2021-11-23T15:29:29.000Z,"Willy V. SalinasÉ muito melhor que a  cultura este na mão de um tuiteiro, que estar nas mãos dos parasitas da Lei Rouanet.",1,1,1
calebi,@user_calebi,2021-11-23T15:26:37.000Z,"calebiEm resposta a 
@LuizFilipeMarc2
 @MariaRevolucio7
 e 
@thiamparo",3,,1
Ricardo,@ricpeternella,2021-11-23T14:01:24.000Z,"RicardoEm resposta a 
@lcoutinho",,1,3
Maurício Narciso,@MaurcioNarciso2,2021-11-23T13:42:29.000Z,"Maurício NarcisoEm resposta a 
@SergioKraemer1",,,
Zé da esquina,@Ze77634085,2021-11-23T13:31:29.000Z,"Zé da esquina#sobrepolitica
Para artistas, política se resume a mamata do dinheiro fácil da lei Rouanet.",,1,1
Robson Nassif Ribas,@robsonribas1000,2021-11-23T13:22:31.000Z,"Robson Nassif RibasEm resposta a 
@jandira_feghali",,,
Ivanhoe Knight,@IvanhoeKnightG1,2021-11-23T13:15:43.000Z,"Ivanhoe KnightEm resposta a 
@bielhdp
 @Llullabe
 e 
@BlogdoNoblat",,,
Caio,@Caio07384268,2021-11-23T13:14:51.000Z,"CaioEm resposta a 
@danielamercury",,,
Vencer VENCER Vencer !,@JosueSMJunior,2021-11-23T13:11:52.000Z,"Vencer VENCER Vencer !Em resposta a 
@dimacgarcia",,,
ClaudioNorway,@ClaudioNorway,2021-11-23T12:07:22.000Z,"ClaudioNorwayLascou a globo lixo, tá na merda mesmo.

Acabei de ver Farra na Lei Rouanet: Governo manda Fundação Roberto Marinho devolver R$ 54 milhões - Clique para ver também ☛  https://terrabrasilnoticias.com/2021/11/farra-na-lei-rouanet-governo-manda-fundacao-roberto-marinho-devolver-r-54-milhoes/… via 
@TerraBrasilnot",,,
Carlos,@Caco1605,2021-11-23T11:49:21.000Z,"CarlosEm resposta a 
@allancamaral
 e 
@Damadeferroofic",1,,
Celio Generoso,@CelioGeneroso2,2021-11-23T11:29:04.000Z,Celio GenerosoE também deve milhões para Lei Rouanet,,,
Claudio Sandos,@SandosClaudio,2021-11-23T11:21:27.000Z,"Claudio SandosVendo aqui,  Lei Rouanet de incentivo a cultura foi criado no Governo Collor.  Bolsonaristas crítica à lei que por sinal importante, mas não critica o Collor que deu Calote nos brasileiro só porque apoia Bolsonaro. Bem assim estes gados.",,1,2
H. Vin,@henri_vin,2021-11-23T11:19:43.000Z,"H. VinEm resposta a 
@mfriasoficial
 e 
@JovemPanNews",,,
Denis Alves 2 Bolsoringa22,@DenisAlvesB38,2021-11-23T11:16:43.000Z,"Denis Alves 2 Bolsoringa22Em resposta a 
@zsg_39",,,
Sonia Regina Caúla da Costa,@CaulaSonia,2021-11-23T10:59:46.000Z,Sonia Regina Caúla da CostaOs artistas renomados ex mamadores da Lei Rouanet devem estar com síndrome de abstinência.,,,
Bruno P.,@BrunoPereira_e,2021-11-23T10:58:09.000Z,"Bruno P.Em resposta a 
@andreporci",,,1
Diga não ao carnaval 2022,@Joseph06072908,2021-11-23T10:34:09.000Z,"Diga não ao carnaval 2022Em resposta a 
@mfriasoficial
 e 
@JovemPanNews",,,
JornalGGN,@JornalGGN,2021-11-23T10:28:32.000Z,"JornalGGNProjetos da Lei Rouanet não podem exigir passaporte da vacina, decide Mario Frias - https://dev.jornalggn.com.br/noticia/projetos-da-lei-rouanet-nao-podem-exigir-passaporte-da-vacina-decide-mario-frias/…",1,1,1
Jane Van der zeijden,@der_zeijden,2021-11-23T08:20:24.000Z,"Jane Van der zeijdenEm resposta a 
@Damadeferroofic",,,
Alfeu Bolsonaro Espírita-Patriota,@alfeuvieiradaro,2021-11-23T05:19:24.000Z,"Alfeu Bolsonaro Espírita-Patriota@radioboanova
 @haroldodd
 @andretrig
 ator Renato Prietto desmamado pela Lei Rouanet quando o Movimento Espírita vai ficar do nosso lado?
Até quando esse eterno desprezo pelo Brasil Coração do Mundo Pátria do Evangelho?",,,
@laurinha_opressora1 11k,@laurinha_opressora1,2021-11-23T05:00:59.000Z,"@laurinha_opressora1 11k@BlogdoNoblat
 não é jornalista,  é um blogueiro velho,  craquento, devedor da lei Rouanet",,,
ŘƗĆΔŘĐØ ŞĆĦŇƗĐ€Ř,@Starkillerdark,2021-11-23T04:21:13.000Z,"ŘƗĆΔŘĐØ ŞĆĦŇƗĐ€ŘEm resposta a 
@Jahmilton44",1,,
Camarada Socko //,@museaholic,2021-11-23T03:05:22.000Z,"Camarada Socko //Em resposta a 
@MdmeMafalda",,,1
carla,@carla59339763,2021-11-23T03:03:43.000Z,"carlaEm resposta a 
@brunaprezotto
 e 
@GuilhermeBoulos",,,
Ângelo De Oliveira,@angeloliveira92,2021-11-23T02:55:23.000Z,"Ângelo De OliveiraEm resposta a 
@josiasteofilo",,,
Ricardo Fehr animal de direita #Bolsonaro2022,@tiozaodedireita,2021-11-23T02:47:38.000Z,"Ricardo Fehr animal de direita #Bolsonaro2022Em resposta a 
@CarlosBolsonaro
 @govbr
 e mais 3",,4,7
Velu Silva,@VeluSilva,2021-11-23T02:37:58.000Z,"Velu SilvaEm resposta a 
@Damadeferroofic",,,17
Arnaldo Sari,@ArnaldoSari,2021-11-23T02:08:15.000Z,"Arnaldo SariEm resposta a 
@Damadeferroofic",,,
Janilson Trigueiro,@janilsontrig,2021-11-23T02:06:19.000Z,"Janilson TrigueiroEm resposta a 
@AdrillesRJorge",,,
verdadesejadita,@ditoseja,2021-11-23T00:55:44.000Z,"verdadesejaditaArtista falar em perseguição é de uma hipocrisia absurda, estavam tão acostumados a lei rouanet , que perseguição pra essa turma é ter que trabalhar, correr atrás, conquistar espaço, deve ser muito doloroso não ter capacidade nem formação intelectual pra competir.",,,
as originais,@edufmuniz,2021-11-23T00:54:33.000Z,as originaisespero q um dia o STF julgue ridley scott por roubar dinheiro da lei rouanet pra fazer casa gucci,,1,7
Márcio Santana,@marcioethata,2021-11-23T00:30:15.000Z,"Márcio SantanaEm resposta a 
@jornalnacional",,,1
BETINHO,@AJUDABETINHO,2021-11-23T00:25:31.000Z,"BETINHOEm resposta a 
@JornalDaCidadeO",,,2
Anderson Thomaz,@AndersonThomaz7,2021-11-23T00:17:51.000Z,"Anderson ThomazEm resposta a 
@emputecida120",,,2
Sandra Maria,@SandraM88120927,2021-11-23T00:10:37.000Z,"Sandra MariaEm resposta a 
@Agostin20981701
 e 
@FlavioBolsonaro",,,1
lucas Beg.,@botelho_egas,2021-11-23T00:08:37.000Z,"lucas Beg.Em resposta a 
@g1",1,,
Dama de Ferro,@Damadeferroofic,2021-11-23T00:07:35.000Z,"Dama de FerroBora fazer uma reforma na Lei rouanet? Taxar todo ""acúmulo de capital"" de artista milionário para custear os projetos de artistas iniciantes.",155,"1,6 mil","11,9 mil"
Filho22,@Gadelhafilho007,2021-11-23T00:00:02.000Z,"Filho22FIM DA FARRA! Reprovação das contas da construção do Museu da Imagem e do Som, no Rio de Janeiro. Governo Federal manda a fundação Roberto Marinho devolver R$ 54 milhões da lei Rouanet ao Fundo Nacional de Cultura...Isso a Globo lixo não mostra!",,,2
Denise Simonette,@DeniseSimonett7,2021-11-22T23:52:26.000Z,"Denise SimonetteEm resposta a 
@ClaudeLuca_",1,1,2
pedro do bigode,@0pedro_becker,2021-11-22T23:40:36.000Z,pedro do bigodeE ai gata quantos milhoes teus pais ganharam da lei rouanet pra fazer essa obra de arte?,,1,8
ADI NAKIMOTO,@AdiNakimoto,2021-11-22T23:40:06.000Z,"ADI NAKIMOTOEm resposta a 
@Biakicis",,,
Marcos Alves,@MarcosAlves_L,2021-11-22T23:08:53.000Z,Marcos AlvesEsse merece uma lei rouanet.,,,
Gustavosmenezessbc,@Gustavosmeneze1,2021-11-22T22:49:36.000Z,GustavosmenezessbcZE RAMALHO E OS COMUNA VÃO BEIJA A BUNDA DO LULA ...COMMUNISTAS CORNO MACONHEIROS CHEIRA PÓ...VAI FAZER SHOW SEM LEI ROUANET... QUEM QUE VAI AO PCC,,,
Hamada Semi-Careca,@HamadaCareca,2021-11-22T22:43:55.000Z,"Hamada Semi-CarecaEm resposta a 
@eoosbst2436734
 e 
@nolancareca",1,,
Marin,@L_marin_1,2021-11-22T22:41:23.000Z,"MarinEm resposta a 
@andreporci",1,4,66
André Porciuncula,@andreporci,2021-11-22T22:36:13.000Z,"André PorciunculaTemos mais de 78 processos, todos motivados pelas diversas ações que fizemos. As principais delas: portaria proibindo linguagem neutra; portaria proibindo passaporte sanitário; decreto mudando toda a Lei Rouanet;",65,373,"2,2 mil"
Afonso Tang Mamolli,@AMamolli,2021-11-22T20:29:11.000Z,"Afonso Tang MamolliEm resposta a 
@ricardojgomes",,,1
Marcus,@marcushilmann,2021-11-22T20:18:41.000Z,MarcusMas este Ayrton Senna não é aquele que corre atrás do dinheiro da Lei Rouanet???,,,1
Felipe Saldanha,@Saldanha_BrasiI,2021-11-22T20:07:09.000Z,"Felipe SaldanhaE assim vivia essa elite de artistas financiados com dinheiro público via Lei Rouanet e publicidade de estatal.

Cagando para o povo!!!",,2,2
sacola plástica,@sabiruta,2021-11-22T19:41:31.000Z,sacola plásticaAno passado que as novelas das 9 era reprisada eu pensei q era por causa da lei rouanet e o bolsonaro e tals e não pq estávamos em pandemia kkkkkkkk burra demais,,,1
JOAO ROSSI,@JOAOROS36122212,2021-11-22T19:39:27.000Z,"JOAO ROSSIZé Ruela, você sim é um inútil sem a lei rouanet,vamos Trabalhar que a mamata acabou.",,,
Ivanaldo Geronimo,@ivanaldo8363,2021-11-22T19:21:17.000Z,"Ivanaldo GeronimoEm resposta a 
@updateswagner",,,
Ivanaldo Geronimo,@ivanaldo8363,2021-11-22T19:17:35.000Z,"Ivanaldo GeronimoEm resposta a 
@druigdjarin
 e 
@krakendjarin",,,
Robin_Schmidt,@0_RobinSchmidt,2021-11-22T19:12:23.000Z,"Robin_SchmidtEsse tipo de artista que merece a lei rouanet para incentivar os que precisam, não os já famosos sem talento artístico, apenas conhecidos Globais.",,,1
@roseli_padua Ok,@roseli_padua Ok,2021-11-22T18:42:42.000Z,"@roseli_padua OkEm resposta a 
@miriamleitao",,,
Debi,@Debynha44,2021-11-22T18:41:42.000Z,"DebiEm resposta a 
@jose_simao",1,,
Eduardo Rosa Do Carmo,@EduardoRosaDoC5,2021-11-22T18:34:42.000Z,"Eduardo Rosa Do CarmoEm resposta a 
@zehdeabreu",,,1
A verdade dos fatos,@Mardanio2,2021-11-22T18:12:29.000Z,A verdade dos fatosAlguém sabe como posso usar a lei rouanet para publicar meus livros?,1,,1
Bianca,@BiancaMoura3105,2021-11-22T17:42:25.000Z,"BiancaEm resposta a 
@andreporci",,,
Fabio Fernandes,@ffernandes165,2021-11-22T17:31:31.000Z,"Fabio FernandesEm resposta a 
@mfriasoficial
 e 
@GlauberMaracaja",,,
Claudinha França,@claudinha_jp,2021-11-22T17:17:01.000Z,"Claudinha FrançaFIM DA FARRA!
Reprovação das contas da construção do Museu da Imagem e do Som, no Rio de Janeiro. Governo Federal manda a fundação Roberto Marinho devolver R$ 54 milhões da lei Rouanet ao Fundo Nacional de Cultura, que haviam sido recebidos pela fundação Roberto Marinho.",,2,8
Renato Taroco,@RenatoTaroco,2021-11-22T16:56:26.000Z,"Renato TarocoReprovação das contas da construção do Museu da Imagem e do Som, no Rio de Janeiro. Governo Federal manda a fundação Roberto Marinho devolver R$ 54 milhões da lei Rouanet ao Fundo Nacional de Cultura,que haviam sido recebidos pela fundação Roberto Marinho. Isso a globo não mostra",,1,11
Luiz Sérgio,@LuizSrg60998573,2021-11-22T16:33:40.000Z,"Luiz SérgioBingo, este provavelmente não vivia das doações da lei Rouanet...sempre viveu do seu talento...",,,
Leonir,@Leonir23272821,2021-11-22T16:16:25.000Z,LeonirPra cima desses hipócritas. Precisam devolver o dinheiro da Lei Rouanet e pagar os impostos em atraso.,,,
#STFDeuGOLPE,@New_Delia,2021-11-22T16:14:07.000Z,#STFDeuGOLPEFarra na Lei Rouanet: Governo manda Fundação Roberto Marinho devolver R$ 54 milhões. ,,,1
Miguel Angelo,@Pratica15,2021-11-22T16:05:20.000Z,"Miguel AngeloEm resposta a 
@zsg_39",,,3
wlisses lucena,@wlisses1000,2021-11-22T15:45:15.000Z,"wlisses lucenaEm resposta a 
@wlisses1000
 e 
@mfriasoficial",,,1
Ítalo Carvalho,@euitalocarvalho,2021-11-22T15:43:48.000Z,"Ítalo CarvalhoEm resposta a 
@brunogagliasso",,,
Roberto Moraes,@roberto07moraes,2021-11-22T15:33:10.000Z,Roberto MoraesSó falta a verbinha da lei Rouanet ,,2,5
Maria Proença,@CrisVenturatoMP,2021-11-22T15:15:33.000Z,"Maria ProençaWitzel impeachmado por corrupção. 
Graças a vocês,a bandeira ainda é verde-amarela e acabou a mamata da Lei Rouanet. 
Vocês têm Q.I acima da média, parabéns! 
Acabou a mamata! 
Vocês criaram um novo Brasil,onde tudo está muito pior pois as coisas estão no seu devido lugar?",,,1
antonio brito,@abrito1953,2021-11-22T15:10:31.000Z,"antonio britoEm resposta a 
@mariosabinof",,,
João Medeiros,@JMedeiros2021,2021-11-22T15:02:41.000Z,"João MedeirosClareza no que está acontecendo. A ditadura cultural, basicamente, o cala boca que a lei Rouanet promovia.  Consequência , APAGÃO CULTURAL. A MPB acabou, o teatro sem ideologia não existe, o cinema sem ideologia não existe. Que coisa chata!!!! Que voltar ao tempo da brilhantina.",,2,5
Cabeludo da Geo,@CabeludoGeo,2021-11-22T14:53:23.000Z,"Cabeludo da GeoDevemos ser contra a Lei Rouanet mano
Pq a quantidade de droga que essa muié comprô com aquela grana pa falar um trem desses é SACANAGEM",,,
Gêgê Lóló,@GegeLolo71,2021-11-22T13:38:05.000Z,"Gêgê LólóEm resposta a 
@danielamercury",,,
Amanda Aparecida pareira de oliveira,@AmandaA39670108,2021-11-22T13:03:31.000Z,Amanda Aparecida pareira de oliveiraWagner Moura com apoio da Lei Rouanet orgulhosamente apresenta:,2,,4
"SANKOFA, the goat.",@internetsankofa,2021-11-22T11:38:22.000Z,"SANKOFA, the goat.bom dia p qm teve q escutar q o lula apoia p0rn0graf1a com a lei rouanet kkkkkk a turma da terceira via vem forte fml",,,1
sylberman campanaro,@sylberman,2021-11-22T11:30:45.000Z,"sylberman campanaroEm resposta a 
@zsg_39",,,1
Muitos julgam,@MBHenriques87,2021-11-22T11:28:28.000Z,"Muitos julgamA Fundação Roberto Marinho terá que devolver R$ 54 milhões de reais ao Estado, devido a não conclusão do Museu que está a quase 10 anos sem ser concluído. E ainda não conseguem entender pq os artistas Globais e a emissora luta desesperadamente contra o atual governo. #leirouanet",1,,
Mineirin,@Mineirin72,2021-11-22T11:27:22.000Z,"MineirinEm resposta a 
@MariaRita",1,,6
André Porciuncula,@andreporci,2021-11-22T11:19:53.000Z,"André PorciunculaFico feliz em ler isso. Este é o objetivo! Difundir os recursos o máximo possível para quem nunca teve acesso a Lei Rouanet. Mas a turminha arrogante, que diz que nada fazemos, não está preocupada com isso, está preocupada se terão serviçais no governo.",14,186,930
A verdade Liberta,@RhemaofTheGod,2021-11-22T11:01:01.000Z,"A verdade LibertaA MENTIRA DA NOTÍCIA E OS FATOS

OS TAPADOS FICAM COM A NOTICIA EU FICO COM OS FATOS E A JUSTIÇA!

#Globolixo agiu assim por décadas!

“Quem acha que a auditoria da Lei Rouanet (mais de R$13 bilhões) é uma bobagem irrelevante ou é um tolo ou é mau caráter.",,1,
Milicianos ocupam o Planalto,@jojoletthy,2021-11-22T10:54:57.000Z,Milicianos ocupam o PlanaltoRegina Duarte já pagou os R$ 319 mil reais que devia devolver por irregulares na aplicação de recursos da Lei Rouanet?,2,3,34
edinaldo pinheiro,@ednaldopinheiro,2021-11-22T10:53:35.000Z,edinaldo pinheiroAlguns artistas sem a lei rouanet estão desesperados,,,
Goret,@garethrocha,2021-11-22T10:24:42.000Z,"GoretEm resposta a 
@roxmo",,,
Alexandre Barbetta,@arbarbetta,2021-11-22T09:56:12.000Z,"Alexandre BarbettaEm resposta a 
@CarlosBolsonaro",,,1
Raulzito meteorito,@Raulzitometeor1,2021-11-22T09:25:52.000Z,"Raulzito meteoritoEm resposta a 
@CarlosBolsonaro",,3,3
SCoimb,@SCoimb,2021-11-22T08:37:52.000Z,"SCoimbEm resposta a 
@Veronicaf_64",,,
JOAO ROSSI,@JOAOROS36122212,2021-11-22T06:19:29.000Z,JOAO ROSSIZélia vai cantar que a mamata da lei rouanet acabou kkkkkk,,,
catnetues,@catnetues,2021-11-22T06:18:43.000Z,"catnetuesEm resposta a 
@zeliaduncan",,,
Verdades e Nada Mais,@BarbeariaPoian,2021-11-22T05:19:46.000Z,Verdades e Nada MaisFarra na Lei Rouanet: Governo manda Fundação Roberto Marinho (plim-plim!) devolver R$ 54 milhões,2,10,59
Gilberto,@gilbertoaporto,2021-11-22T01:32:07.000Z,"GilbertoEm resposta a 
@zehdeabreu",,,
Vinícius Cançado,@VinciusCancado,2021-11-22T01:14:56.000Z,"Vinícius CançadoWagner Moura já trabalha em seu novo projeto, mas o dinheiro é nosso via lei Rouanet.",,,1
임자 #Lula2022 Pra Ser Feliz De Novo,@real_imja,2021-11-22T01:11:58.000Z,"임자 #Lula2022 Pra Ser Feliz De NovoEm resposta a 
@geraldojosegon1",,,
cesarjbn,@cesarjbn,2021-11-22T01:11:55.000Z,"cesarjbnAcabei de ver Farra na Lei Rouanet: Governo manda Fundação Roberto Marinho devolver R$ 54 milhões - Clique para ver também ☛  https://terrabrasilnoticias.com/2021/11/farra-na-lei-rouanet-governo-manda-fundacao-roberto-marinho-devolver-r-54-milhoes/… via 
@TerraBrasilnot",,,
Programa Caio + Levanto!,@Caio_G_Vieira_,2021-11-22T01:08:21.000Z,"Programa Caio + Levanto!Em resposta a 
@FtimaLessa2
 e 
@mfriasoficial",,,
PEQUENAGARDENALZINHA22,@Gardenalpequen3,2021-11-22T00:52:43.000Z,PEQUENAGARDENALZINHA22Wagner Moura com apoio da Lei Rouanet orgulhosamente apresenta:,144,590,"2,8 mil"
CHIRLIANO,@CHIRLIANO,2021-11-22T00:19:36.000Z,"CHIRLIANOEm resposta a 
@LucianoHuck
 @domingao
 e 
@caetanoveloso",,,
catnetues,@catnetues,2021-11-22T00:19:01.000Z,"catnetuesEm resposta a 
@OIniciador",,,
Renan Leal,@eurenanleal,2021-11-21T23:46:19.000Z,"Renan LealEm resposta a 
@araujoedu_",1,,2
um bosta q posta várias bosta,@AdrianEliaskkkk,2021-11-21T23:39:53.000Z,um bosta q posta várias bostaSe não fosse a lei rouanet o filme do Marighella teria gerado muito mas muito prejuízo.,,,
Sousa Itamar,@ItamarCareca,2021-11-21T23:26:22.000Z,Sousa ItamarFarra na Lei Rouanet: Governo manda Fundação Roberto Marinho devolver R$ 54 milhões,,1,
diego brito,@diegombrito,2021-11-21T23:20:08.000Z,"diego britoEm resposta a 
@NVorv
 e 
@zeliaduncan",,,2
Óleo no Presal,@oil_presal,2021-11-21T23:07:08.000Z,"Óleo no PresalEm resposta a 
@jairbolsonaro
 e 
@govbr",,,
thiago a schneider,@thiagoaschneid1,2021-11-21T23:02:13.000Z,thiago a schneidertinha era q multar e prender tudo esses artistas q fizeram uso da lei rouanet e n pagaram de volta.,,,
Patricia Campos,@patriciascampos,2021-11-21T22:50:55.000Z,"Patricia CamposTodos que usaram, indevidamente, o dinheiro da lei rouanet deveriam ser obrigados a devolver o recurso.",,,1
SuperBrasil4,@superbrasil4,2021-11-21T22:33:54.000Z,"SuperBrasil4Farra na Lei Rouanet: Governo manda Fundação Roberto Marinho devolver R$ 54 milhões  https://terrabrasilnoticias.com/2021/11/farra-na-lei-rouanet-governo-manda-fundacao-roberto-marinho-devolver-r-54-milhoes/… via 
@TerraBrasilnot",,1,2
Adriano Farias,@adrianobafa,2021-11-21T22:20:35.000Z,"Adriano FariasEm resposta a 
@Madalen06663108",,,6
Fernando,@EuSouJair2022,2021-11-21T22:09:23.000Z,FernandoLei Rouanet: Governo manda Fundação Roberto Marinho devolver R$ 54 milhões,,1,1
Rosa Aveli,@RosaAveli2,2021-11-21T21:52:24.000Z,"Rosa AveliO Governo Federal 
@govbr
 
@jairbolsonaro
 deve EXIGIR a devolução de recursos da Lei Rouanet NÃO investido como previsto.
Pra cima deles Mário",,1,2
Rafael Alvarez,@AlvarezRafael40,2021-11-21T21:46:48.000Z,"Rafael AlvarezEm resposta a 
@josiasteofilo",,,2
Luis Alves Feitosa,@LuisAlvesFeito8,2021-11-21T21:43:28.000Z,Luis Alves FeitosaFarra na Lei Rouanet: Governo manda Fundação Roberto Marinho devolver R$ 54 milhões,,2,4
Josias Teófilo,@josiasteofilo,2021-11-21T21:37:31.000Z,"Josias TeófiloEntão nunca mais vai existir fomento à cultura no Brasil. Porque não existe a menor chance de vocês conseguirem auditar a Lei Rouanet, nem mesmo o q liberaram da Lei Aldir Blanc.Nesse caso, então, se não há mais fomento, vocês deveriam ir para casa, não faz sentido mantê-los aí.",7,5,59
Cavalo Doido,@EdinaldoVarell2,2021-11-21T21:08:24.000Z,"Cavalo DoidoEm resposta a 
@zeliaduncan",,,
Thais,@tais_negrao,2021-11-21T21:02:36.000Z,"ThaisEm resposta a 
@oiIuiz",,4,64
Olhos de Águia - SDV,@rsoares30,2021-11-21T20:49:05.000Z,Olhos de Águia - SDVFarra na Lei Rouanet: Governo manda Fundação Roberto Marinho devolver R$ 54 milhões - Terra Brasil Notícias,,1,10
BrasilDeTodos,@BR_DeTodos200Mi,2021-11-21T20:46:43.000Z,"BrasilDeTodosEm resposta a 
@DepGuigaPeixoto",,,
Negoᶜʳᶠ,@LucimarCZ,2021-11-21T20:41:51.000Z,"NegoᶜʳᶠCom a aproximação das eleições voltaram os vídeos da lei Rouanet, q artistas estão com raiva por ter corte do governo atual.
Kkkk é triste como os apoiadores não tem um projeto feito pela governo atual para explorar.
Ah, eles tem 10 mil por deputados ",,,
Robô Conservador,@giacon_luis,2021-11-21T20:28:00.000Z,"Robô ConservadorEm resposta a 
@UOLtvefamosos",,,
Luiz Lino,@luizlino64,2021-11-21T20:26:25.000Z,"Luiz LinoEm resposta a 
@oiIuiz",,,
Vladimir Perche,@vladperche,2021-11-21T20:10:37.000Z,"Vladimir PercheR$13 BILHÕES da ""Lei Rouanet"" que ninguém sabe onde foi parar, ou se ao menos deu algum resultado...

E os m@m@ac0s da #UNE acreditando que é a lei da meia entrada que garante o acesso do pobre a cultura.",,,
Fmary FORA DORIA! B.C.,@Fmaryrsilva,2021-11-21T18:29:34.000Z,"Fmary FORA DORIA! B.C.Em resposta a 
@Steh_Papaiano",,,1
Marcelo Temoteo,@MarceloTemoteoo,2021-11-21T18:23:50.000Z,"Marcelo TemoteoEm resposta a 
@BlogdoNoblat",,,
Gilson Costa,@GilsonC95147208,2021-11-21T18:14:39.000Z,"Gilson CostaEm resposta a 
@zeliaduncan",,,
